subsystem,reaction
"Transport, endoplasmic reticular",HMR_2916
"Transport, endoplasmic reticular",HMR_2917
"Transport, endoplasmic reticular",HMR_2918
"Transport, endoplasmic reticular",HMR_2919
"Transport, endoplasmic reticular",HMR_2920
"Transport, endoplasmic reticular",HMR_2922
"Transport, endoplasmic reticular",HMR_2923
"Transport, endoplasmic reticular",HMR_2925
"Transport, endoplasmic reticular",HMR_2926
"Transport, endoplasmic reticular",HMR_2928
"Transport, endoplasmic reticular",HMR_2929
"Transport, endoplasmic reticular",HMR_2930
"Transport, endoplasmic reticular",HMR_2931
"Transport, endoplasmic reticular",HMR_2932
Fatty acid synthesis,HMR_2942
Fatty acid synthesis,HMR_2943
Fatty acid synthesis,HMR_2944
Fatty acid synthesis,HMR_2945
Fatty acid synthesis,HMR_2946
Fatty acid synthesis,HMR_2947
Fatty acid synthesis,HMR_2948
Fatty acid synthesis,HMR_2951
Fatty acid synthesis,HMR_2954
Fatty acid synthesis,HMR_2955
Fatty acid synthesis,HMR_2956
Fatty acid synthesis,HMR_2961
Fatty acid synthesis,HMR_2962
Fatty acid synthesis,HMR_2963
Fatty acid synthesis,HMR_2964
Fatty acid synthesis,HMR_2965
Fatty acid synthesis,HMR_2966
Fatty acid synthesis,HMR_2967
Fatty acid synthesis,HMR_2968
Fatty acid synthesis,HMR_2969
Fatty acid synthesis,HMR_2970
Fatty acid synthesis,HMR_2971
Fatty acid synthesis,HMR_2972
Fatty acid synthesis,HMR_2973
Fatty acid synthesis,HMR_2974
Fatty acid synthesis,HMR_2975
Fatty acid synthesis,HMR_2976
Fatty acid synthesis,HMR_2977
Fatty acid synthesis,HMR_2978
Fatty acid synthesis,HMR_2979
Fatty acid synthesis,HMR_2980
Fatty acid synthesis,HMR_2982
Fatty acid synthesis,HMR_2983
Fatty acid synthesis,HMR_2985
Fatty acid synthesis,HMR_2986
Fatty acid synthesis,HMR_2988
Fatty acid synthesis,HMR_2989
Fatty acid synthesis,HMR_2990
Fatty acid synthesis,HMR_2994
Fatty acid synthesis,HMR_2998
Fatty acid synthesis,HMR_2999
Fatty acid synthesis,HMR_3001
Fatty acid synthesis,HMR_3002
Fatty acid synthesis,HMR_3003
"Transport, peroxisomal",HMR_3017
"Transport, peroxisomal",HMR_3018
"Transport, peroxisomal",HMR_3021
"Transport, peroxisomal",HMR_3023
Fatty acid oxidation,HMR_3053
Fatty acid oxidation,HMR_3054
Fatty acid oxidation,HMR_3055
Fatty acid oxidation,HMR_3056
Fatty acid oxidation,HMR_3057
Fatty acid oxidation,HMR_3058
Fatty acid oxidation,HMR_3059
Fatty acid oxidation,HMR_3062
Fatty acid oxidation,HMR_3063
Fatty acid oxidation,HMR_3064
Fatty acid oxidation,HMR_3065
Fatty acid oxidation,HMR_3066
Fatty acid oxidation,HMR_3067
Fatty acid oxidation,HMR_3068
Fatty acid oxidation,HMR_3069
Fatty acid oxidation,HMR_3070
Fatty acid oxidation,HMR_3071
Fatty acid oxidation,HMR_3072
Fatty acid oxidation,HMR_3073
Fatty acid oxidation,HMR_3074
Fatty acid oxidation,HMR_3075
Fatty acid oxidation,HMR_3076
Fatty acid oxidation,HMR_3094
Fatty acid oxidation,HMR_3095
Fatty acid oxidation,HMR_3096
Fatty acid oxidation,HMR_3097
Fatty acid oxidation,HMR_3098
Fatty acid oxidation,HMR_3099
Fatty acid oxidation,HMR_3100
Fatty acid oxidation,HMR_3101
Fatty acid oxidation,HMR_3102
"Transport, peroxisomal",HMR_3106
Fatty acid oxidation,HMR_3107
Fatty acid oxidation,HMR_3108
Fatty acid oxidation,HMR_3109
Fatty acid oxidation,HMR_3110
Fatty acid oxidation,HMR_3111
Fatty acid oxidation,HMR_3112
Fatty acid oxidation,HMR_3113
Fatty acid oxidation,HMR_3114
Fatty acid oxidation,HMR_3115
Fatty acid oxidation,HMR_3116
Fatty acid oxidation,HMR_3117
Fatty acid oxidation,HMR_3118
Fatty acid oxidation,HMR_3121
Fatty acid oxidation,HMR_3128
Fatty acid oxidation,HMR_3135
Fatty acid oxidation,HMR_3142
Fatty acid oxidation,HMR_3149
Fatty acid oxidation,HMR_3156
Fatty acid oxidation,HMR_3170
Fatty acid oxidation,HMR_3171
Fatty acid oxidation,HMR_3172
Fatty acid oxidation,HMR_3173
Fatty acid oxidation,HMR_3174
Fatty acid oxidation,HMR_3175
Fatty acid oxidation,HMR_3176
Fatty acid oxidation,HMR_3177
Fatty acid oxidation,HMR_3178
Fatty acid oxidation,HMR_3179
Fatty acid oxidation,HMR_3180
Fatty acid oxidation,HMR_3181
Fatty acid oxidation,HMR_3182
Fatty acid oxidation,HMR_3183
Fatty acid oxidation,HMR_3184
Fatty acid oxidation,HMR_3185
Fatty acid oxidation,HMR_3186
Fatty acid oxidation,HMR_3187
Fatty acid oxidation,HMR_3188
Fatty acid oxidation,HMR_3189
Fatty acid oxidation,HMR_3190
Fatty acid oxidation,HMR_3191
Fatty acid oxidation,HMR_3192
Fatty acid oxidation,HMR_3193
Fatty acid oxidation,HMR_3194
Fatty acid oxidation,HMR_3195
Fatty acid oxidation,HMR_3196
Fatty acid oxidation,HMR_3197
Fatty acid oxidation,HMR_3198
Fatty acid oxidation,HMR_3199
Fatty acid oxidation,HMR_3200
Fatty acid oxidation,HMR_3201
Fatty acid oxidation,HMR_3202
Fatty acid oxidation,HMR_3203
Fatty acid oxidation,HMR_3204
Fatty acid oxidation,HMR_3205
Fatty acid oxidation,HMR_3218
Fatty acid oxidation,HMR_3219
Fatty acid oxidation,HMR_3220
Fatty acid oxidation,HMR_3221
Fatty acid oxidation,HMR_3222
Fatty acid oxidation,HMR_3223
Fatty acid oxidation,HMR_3224
Fatty acid oxidation,HMR_3225
Fatty acid oxidation,HMR_3229
Fatty acid oxidation,HMR_3230
Fatty acid oxidation,HMR_3231
Fatty acid oxidation,HMR_3232
Fatty acid oxidation,HMR_3233
Fatty acid oxidation,HMR_3234
Fatty acid oxidation,HMR_3235
Fatty acid oxidation,HMR_3236
Fatty acid oxidation,HMR_3237
Fatty acid oxidation,HMR_3240
Fatty acid oxidation,HMR_3241
Fatty acid oxidation,HMR_3242
Fatty acid oxidation,HMR_3243
Fatty acid oxidation,HMR_3244
Fatty acid oxidation,HMR_3245
Fatty acid oxidation,HMR_3246
Fatty acid oxidation,HMR_3247
Fatty acid oxidation,HMR_3272
Fatty acid oxidation,HMR_3288
Fatty acid oxidation,HMR_3296
Fatty acid oxidation,HMR_3316
Fatty acid oxidation,HMR_3321
Fatty acid oxidation,HMR_3322
Fatty acid oxidation,HMR_3326
Fatty acid oxidation,HMR_3327
Fatty acid oxidation,HMR_3328
Fatty acid oxidation,HMR_3329
Fatty acid oxidation,HMR_3330
Fatty acid oxidation,HMR_3331
Fatty acid oxidation,HMR_3332
Fatty acid oxidation,HMR_3333
Fatty acid oxidation,HMR_3334
Fatty acid oxidation,HMR_3335
Fatty acid oxidation,HMR_3336
Fatty acid oxidation,HMR_3337
Fatty acid oxidation,HMR_3338
Fatty acid oxidation,HMR_3339
Fatty acid oxidation,HMR_3340
Fatty acid oxidation,HMR_3341
Fatty acid oxidation,HMR_3342
Fatty acid oxidation,HMR_3343
Fatty acid oxidation,HMR_3344
Fatty acid oxidation,HMR_3345
Fatty acid oxidation,HMR_3346
Fatty acid oxidation,HMR_3347
Fatty acid oxidation,HMR_3348
Fatty acid oxidation,HMR_3349
Fatty acid oxidation,HMR_3350
Fatty acid oxidation,HMR_3351
Fatty acid oxidation,HMR_3352
Fatty acid oxidation,HMR_3353
Fatty acid oxidation,HMR_3356
Fatty acid oxidation,HMR_3357
Fatty acid oxidation,HMR_3358
Fatty acid oxidation,HMR_3359
Fatty acid oxidation,HMR_3360
Fatty acid oxidation,HMR_3361
Fatty acid oxidation,HMR_3362
Fatty acid oxidation,HMR_3363
Fatty acid oxidation,HMR_3375
Fatty acid oxidation,HMR_3396
Fatty acid oxidation,HMR_3397
Fatty acid oxidation,HMR_3398
Fatty acid oxidation,HMR_3406
Fatty acid oxidation,HMR_3407
Fatty acid oxidation,HMR_3408
Fatty acid oxidation,HMR_3409
Fatty acid oxidation,HMR_3411
Fatty acid oxidation,HMR_3413
Fatty acid oxidation,HMR_3414
Fatty acid oxidation,HMR_3416
Fatty acid oxidation,HMR_3421
Fatty acid oxidation,HMR_3422
Fatty acid oxidation,HMR_3423
Fatty acid oxidation,HMR_3424
Fatty acid oxidation,HMR_3425
Fatty acid oxidation,HMR_3426
Fatty acid oxidation,HMR_3427
Fatty acid oxidation,HMR_3428
Fatty acid oxidation,HMR_3429
Fatty acid oxidation,HMR_3431
Fatty acid oxidation,HMR_3432
Fatty acid oxidation,HMR_3433
Fatty acid synthesis,HMR_3446
Fatty acid synthesis,HMR_3447
Fatty acid synthesis,HMR_3448
Fatty acid synthesis,HMR_3449
Fatty acid synthesis,HMR_3450
Fatty acid synthesis,HMR_3451
Fatty acid synthesis,HMR_3452
Fatty acid synthesis,HMR_3453
Fatty acid synthesis,HMR_3454
Fatty acid synthesis,HMR_3455
Fatty acid synthesis,HMR_3456
Fatty acid synthesis,HMR_3457
Fatty acid oxidation,HMR_3475
Fatty acid oxidation,HMR_3476
"Transport, peroxisomal",HMR_3478
Fatty acid oxidation,HMR_3491
Fatty acid oxidation,HMR_3505
"Transport, mitochondrial",HMR_3520
Fatty acid oxidation,HMR_3522
Cholesterol metabolism,HMR_3537
Cholesterol metabolism,HMR_3538
Cholesterol metabolism,HMR_3539
Cholesterol metabolism,HMR_3540
Cholesterol metabolism,HMR_3541
Cholesterol metabolism,HMR_3542
Cholesterol metabolism,HMR_3543
Cholesterol metabolism,HMR_3544
Cholesterol metabolism,HMR_3546
Cholesterol metabolism,HMR_3547
Cholesterol metabolism,HMR_3548
Cholesterol metabolism,HMR_3549
Cholesterol metabolism,HMR_3550
Cholesterol metabolism,HMR_3553
Cholesterol metabolism,HMR_3555
Cholesterol metabolism,HMR_3556
Cholesterol metabolism,HMR_3557
Cholesterol metabolism,HMR_3558
Cholesterol metabolism,HMR_3559
Cholesterol metabolism,HMR_3560
Cholesterol metabolism,HMR_3561
Cholesterol metabolism,HMR_3562
Cholesterol metabolism,HMR_3563
Cholesterol metabolism,HMR_3564
Cholesterol metabolism,HMR_3565
Cholesterol metabolism,HMR_3566
Cholesterol metabolism,HMR_3567
Cholesterol metabolism,HMR_3568
Cholesterol metabolism,HMR_3569
Cholesterol metabolism,HMR_3570
Cholesterol metabolism,HMR_3571
Cholesterol metabolism,HMR_3572
Cholesterol metabolism,HMR_3573
Cholesterol metabolism,HMR_3574
Cholesterol metabolism,HMR_3575
Cholesterol metabolism,HMR_3576
Cholesterol metabolism,HMR_3577
Cholesterol metabolism,HMR_3578
Cholesterol metabolism,HMR_3579
Cholesterol metabolism,HMR_3580
Cholesterol metabolism,HMR_3581
Cholesterol metabolism,HMR_3582
Cholesterol metabolism,HMR_3583
Cholesterol metabolism,HMR_3584
Cholesterol metabolism,HMR_3585
Cholesterol metabolism,HMR_3587
Cholesterol metabolism,HMR_3588
Cholesterol metabolism,HMR_3590
Cholesterol metabolism,HMR_3591
Cholesterol metabolism,HMR_3592
Cholesterol metabolism,HMR_3593
Cholesterol metabolism,HMR_3594
Cholesterol metabolism,HMR_3595
Cholesterol metabolism,HMR_3596
"Transport, lysosomal",HMR_3597
Cholesterol metabolism,HMR_3622
Cholesterol metabolism,HMR_3625
Cholesterol metabolism,HMR_3626
Cholesterol metabolism,HMR_3627
Cholesterol metabolism,HMR_3628
Cholesterol metabolism,HMR_3629
Cholesterol metabolism,HMR_3630
Cholesterol metabolism,HMR_3631
Cholesterol metabolism,HMR_3633
Cholesterol metabolism,HMR_3635
Cholesterol metabolism,HMR_3636
Cholesterol metabolism,HMR_3637
Cholesterol metabolism,HMR_3639
Cholesterol metabolism,HMR_3640
Cholesterol metabolism,HMR_3642
Cholesterol metabolism,HMR_3643
Cholesterol metabolism,HMR_3644
Cholesterol metabolism,HMR_3645
Cholesterol metabolism,HMR_3646
Cholesterol metabolism,HMR_3647
Cholesterol metabolism,HMR_3648
Cholesterol metabolism,HMR_3649
Cholesterol metabolism,HMR_3650
Cholesterol metabolism,HMR_3651
Cholesterol metabolism,HMR_3652
Cholesterol metabolism,HMR_3653
Cholesterol metabolism,HMR_3654
Cholesterol metabolism,HMR_3655
Cholesterol metabolism,HMR_3656
Cholesterol metabolism,HMR_3657
Cholesterol metabolism,HMR_3658
Cholesterol metabolism,HMR_3659
Cholesterol metabolism,HMR_3660
Cholesterol metabolism,HMR_3662
Cholesterol metabolism,HMR_3663
Cholesterol metabolism,HMR_3664
Cholesterol metabolism,HMR_3665
Cholesterol metabolism,HMR_3666
Cholesterol metabolism,HMR_3667
Cholesterol metabolism,HMR_3668
Cholesterol metabolism,HMR_3669
Cholesterol metabolism,HMR_3670
Cholesterol metabolism,HMR_3671
Cholesterol metabolism,HMR_3672
Cholesterol metabolism,HMR_3675
Cholesterol metabolism,HMR_3677
Cholesterol metabolism,HMR_3678
Cholesterol metabolism,HMR_3679
Cholesterol metabolism,HMR_3680
Cholesterol metabolism,HMR_3681
Cholesterol metabolism,HMR_3682
Cholesterol metabolism,HMR_3683
Cholesterol metabolism,HMR_3684
Cholesterol metabolism,HMR_3685
Cholesterol metabolism,HMR_3686
Cholesterol metabolism,HMR_3687
Cholesterol metabolism,HMR_3688
Cholesterol metabolism,HMR_3689
Cholesterol metabolism,HMR_3690
Cholesterol metabolism,HMR_3692
Cholesterol metabolism,HMR_3694
Cholesterol metabolism,HMR_3695
Cholesterol metabolism,HMR_3696
Cholesterol metabolism,HMR_3698
Cholesterol metabolism,HMR_3699
Cholesterol metabolism,HMR_3701
Cholesterol metabolism,HMR_3702
Cholesterol metabolism,HMR_3703
Cholesterol metabolism,HMR_3704
Cholesterol metabolism,HMR_3705
Cholesterol metabolism,HMR_3706
Cholesterol metabolism,HMR_3707
Cholesterol metabolism,HMR_3708
Cholesterol metabolism,HMR_3709
Cholesterol metabolism,HMR_3710
Cholesterol metabolism,HMR_3711
Cholesterol metabolism,HMR_3712
Cholesterol metabolism,HMR_3713
Cholesterol metabolism,HMR_3714
Cholesterol metabolism,HMR_3715
Cholesterol metabolism,HMR_3716
Cholesterol metabolism,HMR_3717
Cholesterol metabolism,HMR_3718
Cholesterol metabolism,HMR_3719
Cholesterol metabolism,HMR_3721
Cholesterol metabolism,HMR_3722
Cholesterol metabolism,HMR_3723
Cholesterol metabolism,HMR_3724
Cholesterol metabolism,HMR_3725
Cholesterol metabolism,HMR_3726
Cholesterol metabolism,HMR_3727
Cholesterol metabolism,HMR_3728
Cholesterol metabolism,HMR_3729
Cholesterol metabolism,HMR_3730
Cholesterol metabolism,HMR_3731
Cholesterol metabolism,HMR_3734
Cholesterol metabolism,HMR_3736
Cholesterol metabolism,HMR_3737
Cholesterol metabolism,HMR_3738
Cholesterol metabolism,HMR_3739
Cholesterol metabolism,HMR_3740
Cholesterol metabolism,HMR_3741
Cholesterol metabolism,HMR_3742
"Transport, mitochondrial",HMR_3746
Glutamate metabolism,HMR_3831
Arginine and proline metabolism,HMR_3832
Pyruvate metabolism,HMR_3855
Pyruvate metabolism,HMR_3859
"Transport, mitochondrial",HMR_3864
"Transport, peroxisomal",HMR_3867
Methionine and cysteine metabolism,HMR_3915
"Transport, mitochondrial",HMR_3921
"Transport, extracellular",HMR_3951
"Transport, endoplasmic reticular",HMR_3953
Nucleotide metabolism,HMR_3966
Methionine and cysteine metabolism,HMR_3996
Methionine and cysteine metabolism,HMR_4072
Beta-Alanine metabolism,HMR_4078
Beta-Alanine metabolism,HMR_4079
Aminosugar metabolism,HMR_4124
Pyrimidine synthesis,HMR_4182
"Transport, mitochondrial",HMR_4205
Tryptophan metabolism,HMR_4227
Lysine metabolism,HMR_4241
NAD metabolism,HMR_4261
NAD metabolism,HMR_4263
"Transport, mitochondrial",HMR_4266
NAD metabolism,HMR_4270
NAD metabolism,HMR_4278
"Glycine, serine, alanine, and threonine metabolism",HMR_4284
"Transport, golgi apparatus",HMR_4313
"Transport, lysosomal",HMR_4314
Fructose and mannose metabolism,HMR_4318
Pyrimidine synthesis,HMR_4343
Arginine and proline metabolism,HMR_4422
"Glycine, serine, alanine, and threonine metabolism",HMR_4466
"Transport, nuclear",HMR_4538
Tryptophan metabolism,HMR_4549
Tryptophan metabolism,HMR_4556
Pentose phosphate pathway,HMR_4592
Pentose phosphate pathway,HMR_4594
Cholesterol metabolism,HMR_4630
Purine synthesis,HMR_4664
Pyrimidine synthesis,HMR_4672
"Transport, mitochondrial",HMR_4684
"Glycine, serine, alanine, and threonine metabolism",HMR_4696
"Glycine, serine, alanine, and threonine metabolism",HMR_4700
Methionine and cysteine metabolism,HMR_4701
Tyrosine metabolism,HMR_4702
"Transport, mitochondrial",HMR_4756
Heme synthesis,HMR_4757
Heme synthesis,HMR_4762
Heme synthesis,HMR_4763
Heme synthesis,HMR_4764
ROS detoxification,HMR_4767
Heme synthesis,HMR_4768
Heme synthesis,HMR_4771
Arginine and proline metabolism,HMR_4776
Arginine and proline metabolism,HMR_4777
Arginine and proline metabolism,HMR_4782
Arginine and proline metabolism,HMR_4783
"Transport, peroxisomal",HMR_4790
Galactose metabolism,HMR_4831
"Transport, golgi apparatus",HMR_4902
"Transport, lysosomal",HMR_4903
"Transport, extracellular",HMR_4938
"Transport, golgi apparatus",HMR_4955
"Transport, mitochondrial",HMR_4957
"Transport, mitochondrial",HMR_4964
"Transport, mitochondrial",HMR_5101
Aminoacyl-tRNA biosynthesis,HMR_5130
Aminoacyl-tRNA biosynthesis,HMR_5131
Aminoacyl-tRNA biosynthesis,HMR_5132
Aminoacyl-tRNA biosynthesis,HMR_5133
Aminoacyl-tRNA biosynthesis,HMR_5134
Aminoacyl-tRNA biosynthesis,HMR_5135
Aminoacyl-tRNA biosynthesis,HMR_5136
Aminoacyl-tRNA biosynthesis,HMR_5137
Aminoacyl-tRNA biosynthesis,HMR_5138
Aminoacyl-tRNA biosynthesis,HMR_5139
Aminoacyl-tRNA biosynthesis,HMR_5140
Aminoacyl-tRNA biosynthesis,HMR_5141
Aminoacyl-tRNA biosynthesis,HMR_5142
Aminoacyl-tRNA biosynthesis,HMR_5143
Aminoacyl-tRNA biosynthesis,HMR_5144
Aminoacyl-tRNA biosynthesis,HMR_5145
Aminoacyl-tRNA biosynthesis,HMR_5146
Aminoacyl-tRNA biosynthesis,HMR_5147
Aminoacyl-tRNA biosynthesis,HMR_5148
Aminoacyl-tRNA biosynthesis,HMR_5149
Aminoacyl-tRNA biosynthesis,HMR_5150
Protein assembly,HMR_5169
Protein assembly,HMR_5170
Protein assembly,HMR_5171
Protein assembly,HMR_5173
Protein assembly,HMR_5174
"Transport, mitochondrial",HMR_5222
"Transport, lysosomal",HMR_5224
"Transport, mitochondrial",HMR_5225
"Transport, lysosomal",HMR_5226
"Transport, mitochondrial",HMR_5227
"Transport, lysosomal",HMR_5228
"Transport, lysosomal",HMR_5230
"Transport, extracellular",HMR_5231
"Transport, extracellular",HMR_5232
Exchange/demand reaction,HMR_5233
Exchange/demand reaction,HMR_5234
"Transport, extracellular",HMR_5236
"Transport, extracellular",HMR_5237
Exchange/demand reaction,HMR_5238
Exchange/demand reaction,HMR_5239
"Transport, extracellular",HMR_5240
"Transport, extracellular",HMR_5241
Exchange/demand reaction,HMR_5243
Exchange/demand reaction,HMR_5244
"Transport, endoplasmic reticular",HMR_5245
"Transport, extracellular",HMR_5246
Exchange/demand reaction,HMR_5247
"Transport, lysosomal",HMR_5248
"Transport, lysosomal",HMR_5249
"Transport, lysosomal",HMR_5250
"Transport, lysosomal",HMR_5251
"Transport, lysosomal",HMR_5252
"Transport, lysosomal",HMR_5253
Glycerophospholipid metabolism,HMR_5254
"Transport, lysosomal",HMR_5255
Exchange/demand reaction,HMR_5257
Protein degradation,HMR_5285
Protein degradation,HMR_5286
Protein degradation,HMR_5287
Protein degradation,HMR_5289
Protein degradation,HMR_5290
Protein degradation,HMR_5291
Purine synthesis,HMR_5301
Histidine metabolism,HMR_5336
"Transport, peroxisomal",HMR_5344
Methionine and cysteine metabolism,HMR_5387
Methionine and cysteine metabolism,HMR_5388
Methionine and cysteine metabolism,HMR_5389
Methionine and cysteine metabolism,HMR_5390
Starch and sucrose metabolism,HMR_5395
Miscellaneous,HMR_5409
"Transport, mitochondrial",HMR_5420
"Transport, extracellular",HMR_5996
"Transport, extracellular",HMR_6359
"Transport, extracellular",HMR_6362
"Transport, extracellular",HMR_6363
"Transport, extracellular",HMR_6364
"Transport, extracellular",HMR_6365
"Transport, endoplasmic reticular",HMR_6385
Lipoate metabolism,HMR_6397
Lipoate metabolism,HMR_6399
Lipoate metabolism,HMR_6400
Lipoate metabolism,HMR_6401
Lipoate metabolism,HMR_6402
Lipoate metabolism,HMR_6403
Lipoate metabolism,HMR_6404
"Transport, mitochondrial",HMR_6408
"Transport, endoplasmic reticular",HMR_6425
"Transport, endoplasmic reticular",HMR_6430
"Transport, mitochondrial",HMR_6431
Vitamin E metabolism,HMR_6432
Vitamin E metabolism,HMR_6433
Vitamin E metabolism,HMR_6434
Vitamin E metabolism,HMR_6435
Vitamin E metabolism,HMR_6436
"Transport, mitochondrial",HMR_6438
"Transport, extracellular",HMR_6439
"Transport, endoplasmic reticular",HMR_6440
Vitamin E metabolism,HMR_6441
Vitamin E metabolism,HMR_6442
"Transport, endoplasmic reticular",HMR_6445
"Transport, mitochondrial",HMR_6446
Vitamin E metabolism,HMR_6447
Vitamin E metabolism,HMR_6450
Vitamin E metabolism,HMR_6451
Vitamin E metabolism,HMR_6453
"Transport, mitochondrial",HMR_6454
"Transport, mitochondrial",HMR_6455
Vitamin E metabolism,HMR_6456
"Transport, endoplasmic reticular",HMR_6463
"Transport, endoplasmic reticular",HMR_6468
"Transport, mitochondrial",HMR_6469
Vitamin E metabolism,HMR_6470
Vitamin E metabolism,HMR_6471
Vitamin E metabolism,HMR_6472
Vitamin E metabolism,HMR_6473
"Transport, endoplasmic reticular",HMR_6475
"Transport, endoplasmic reticular",HMR_6480
"Transport, mitochondrial",HMR_6481
Vitamin E metabolism,HMR_6482
Vitamin E metabolism,HMR_6484
Vitamin E metabolism,HMR_6486
Vitamin E metabolism,HMR_6488
Vitamin E metabolism,HMR_6499
Vitamin E metabolism,HMR_6500
Vitamin B2 metabolism,HMR_6511
Methionine and cysteine metabolism,HMR_6515
"Transport, extracellular",HMR_6533
"Transport, extracellular",HMR_6534
Inositol phosphate metabolism,HMR_6545
Inositol phosphate metabolism,HMR_6549
Inositol phosphate metabolism,HMR_6550
Inositol phosphate metabolism,HMR_6558
Inositol phosphate metabolism,HMR_6564
Inositol phosphate metabolism,HMR_6566
Inositol phosphate metabolism,HMR_6568
Inositol phosphate metabolism,HMR_6572
Inositol phosphate metabolism,HMR_6573
Inositol phosphate metabolism,HMR_6574
"Transport, golgi apparatus",HMR_6577
"Transport, golgi apparatus",HMR_6578
Inositol phosphate metabolism,HMR_6583
Inositol phosphate metabolism,HMR_6584
Inositol phosphate metabolism,HMR_6595
Purine catabolism,HMR_6601
Purine catabolism,HMR_6607
Purine catabolism,HMR_6611
"Transport, nuclear",HMR_6617
"Transport, mitochondrial",HMR_6618
"Transport, nuclear",HMR_6619
"Transport, mitochondrial",HMR_6620
"Transport, endoplasmic reticular",HMR_6629
Vitamin A metabolism,HMR_6632
Vitamin A metabolism,HMR_6633
Vitamin A metabolism,HMR_6634
Vitamin A metabolism,HMR_6635
Vitamin A metabolism,HMR_6636
Vitamin A metabolism,HMR_6637
Vitamin A metabolism,HMR_6639
Vitamin A metabolism,HMR_6647
Vitamin A metabolism,HMR_6648
Vitamin A metabolism,HMR_6653
Vitamin A metabolism,HMR_6655
Vitamin A metabolism,HMR_6656
Vitamin A metabolism,HMR_6671
Vitamin A metabolism,HMR_6682
Vitamin A metabolism,HMR_6684
Vitamin A metabolism,HMR_6690
Vitamin A metabolism,HMR_6691
Vitamin A metabolism,HMR_6692
Vitamin A metabolism,HMR_6693
Vitamin A metabolism,HMR_6700
Vitamin A metabolism,HMR_6701
Vitamin A metabolism,HMR_6702
Vitamin A metabolism,HMR_6703
Vitamin A metabolism,HMR_6704
Vitamin A metabolism,HMR_6705
Tryptophan metabolism,HMR_6709
Tryptophan metabolism,HMR_6711
Tryptophan metabolism,HMR_6717
Tryptophan metabolism,HMR_6720
Phenylalanine metabolism,HMR_6727
Phenylalanine metabolism,HMR_6728
Phenylalanine metabolism,HMR_6729
Phenylalanine metabolism,HMR_6747
Phenylalanine metabolism,HMR_6755
Phenylalanine metabolism,HMR_6757
Phenylalanine metabolism,HMR_6770
Phenylalanine metabolism,HMR_6771
"Transport, mitochondrial",HMR_6781
Phenylalanine metabolism,HMR_6782
Phenylalanine metabolism,HMR_6784
Phenylalanine metabolism,HMR_6785
Phenylalanine metabolism,HMR_6786
Phenylalanine metabolism,HMR_6790
Steroid metabolism,HMR_6793
Steroid metabolism,HMR_6794
"Transport, endoplasmic reticular",HMR_6797
Phenylalanine metabolism,HMR_6802
Phenylalanine metabolism,HMR_6813
Phenylalanine metabolism,HMR_6826
Phenylalanine metabolism,HMR_6827
Phenylalanine metabolism,HMR_6834
Phenylalanine metabolism,HMR_6835
Phenylalanine metabolism,HMR_6838
Phenylalanine metabolism,HMR_6839
Phenylalanine metabolism,HMR_6840
Phenylalanine metabolism,HMR_6841
Phenylalanine metabolism,HMR_6844
Phenylalanine metabolism,HMR_6848
Phenylalanine metabolism,HMR_6849
Phenylalanine metabolism,HMR_6850
Phenylalanine metabolism,HMR_6854
Phenylalanine metabolism,HMR_6855
Phenylalanine metabolism,HMR_6874
Phenylalanine metabolism,HMR_6876
Ubiquinone synthesis,HMR_6907
Ubiquinone synthesis,HMR_6908
Ubiquinone synthesis,HMR_6909
Ubiquinone synthesis,HMR_6910
"Transport, peroxisomal",HMR_6928
Arginine and proline metabolism,HMR_6929
"Transport, peroxisomal",HMR_6937
Arginine and proline metabolism,HMR_6939
Arginine and proline metabolism,HMR_6957
Lysine metabolism,HMR_6975
Lysine metabolism,HMR_6976
Lysine metabolism,HMR_6977
Lysine metabolism,HMR_6978
Lysine metabolism,HMR_6983
Lysine metabolism,HMR_6984
Lysine metabolism,HMR_6985
"Transport, peroxisomal",HMR_6986
"Transport, extracellular",HMR_6989
"Transport, endoplasmic reticular",HMR_6990
"Transport, extracellular",HMR_6991
Xenobiotics metabolism,HMR_6992
Xenobiotics metabolism,HMR_6993
Xenobiotics metabolism,HMR_6994
Xenobiotics metabolism,HMR_6995
Xenobiotics metabolism,HMR_6996
Xenobiotics metabolism,HMR_6997
Xenobiotics metabolism,HMR_6998
Xenobiotics metabolism,HMR_6999
Xenobiotics metabolism,HMR_7000
Xenobiotics metabolism,HMR_7002
Xenobiotics metabolism,HMR_7003
Xenobiotics metabolism,HMR_7004
Xenobiotics metabolism,HMR_7005
Xenobiotics metabolism,HMR_7006
Xenobiotics metabolism,HMR_7007
Xenobiotics metabolism,HMR_7008
Xenobiotics metabolism,HMR_7009
Xenobiotics metabolism,HMR_7010
Xenobiotics metabolism,HMR_7011
Xenobiotics metabolism,HMR_7012
Xenobiotics metabolism,HMR_7013
Xenobiotics metabolism,HMR_7014
Xenobiotics metabolism,HMR_7015
Xenobiotics metabolism,HMR_7016
Xenobiotics metabolism,HMR_7017
Xenobiotics metabolism,HMR_7018
Xenobiotics metabolism,HMR_7019
Xenobiotics metabolism,HMR_7020
Xenobiotics metabolism,HMR_7022
Xenobiotics metabolism,HMR_7023
Xenobiotics metabolism,HMR_7024
Xenobiotics metabolism,HMR_7025
Xenobiotics metabolism,HMR_7026
Xenobiotics metabolism,HMR_7027
Xenobiotics metabolism,HMR_7028
Xenobiotics metabolism,HMR_7029
